Cluster_category,date_ym,n,n_id,n_id_distinct
Review and monitoring,2019-10,3933755,3933755,2747730
Review and monitoring,2019-11,3702390,3702390,2585365
Review and monitoring,2019-12,3327585,3327585,2352605
Review and monitoring,2020-01,4395365,4395365,3001650
Review and monitoring,2020-02,3809935,3809935,2610880
Review and monitoring,2020-03,3425680,3425680,2370775
Review and monitoring,2020-04,2272705,2272705,1564615
Review and monitoring,2020-05,2397950,2397950,1613610
Review and monitoring,2020-06,2866645,2866645,1911065
Review and monitoring,2020-07,3059830,3059830,2043140
Review and monitoring,2020-08,2641020,2641020,1790125
Review and monitoring,2020-09,3076155,3076155,2059375
Review and monitoring,2020-10,3248210,3248210,2132575
Review and monitoring,2020-11,3464510,3464510,2239005
Review and monitoring,2020-12,3050270,3050270,1966940
Review and monitoring,2021-01,3018895,3018895,1938775
Review and monitoring,2021-02,2941290,2941290,1898415
Review and monitoring,2021-03,3396995,3396995,2180175
Review and monitoring,2021-04,3124805,3124805,2007345
Review and monitoring,2021-05,3225780,3225780,2079760
Review and monitoring,2021-06,3739885,3739885,2371115
Review and monitoring,2021-07,3769250,3769250,2390325
Review and monitoring,2021-08,3430755,3430755,2200910
Review and monitoring,2021-09,3703040,3703040,2344400
Review and monitoring,2021-10,3523560,3523560,2266260
Review and monitoring,2021-11,4057850,4057850,2603000
Review and monitoring,2021-12,3205295,3205295,2108060
Review and monitoring,2022-01,3524360,3524360,2301450
Review and monitoring,2022-02,3370225,3370225,2206105
Review and monitoring,2022-03,3695060,3695060,2420850
Review and monitoring,2022-04,3557740,3557740,2304390
Review and monitoring,2022-05,4205510,4205510,2723875
Review and monitoring,2022-06,3972915,3972915,2599255
Review and monitoring,2022-07,4086855,4086855,2668340
Review and monitoring,2022-08,4229400,4229400,2756585
Review and monitoring,2022-09,4051965,4051965,2645320
Review and monitoring,2022-10,4171770,4171770,2740580
Review and monitoring,2022-11,4693520,4693520,3059465
Review and monitoring,2022-12,3937395,3937395,2648055
Review and monitoring,2023-01,5223980,5223980,3421425
Review and monitoring,2023-02,4632655,4632655,3064135
Review and monitoring,2023-03,4725950,4725950,3111735
Review and monitoring,2023-04,3460880,3460880,2374840
Review and monitoring,2023-05,1406080,1406080,1043230
Vaccinations and immunisations,1990-01,113500,113500,87845
Vaccinations and immunisations,1990-02,96870,96870,75350
Vaccinations and immunisations,1990-03,112860,112860,87520
Vaccinations and immunisations,1990-04,82335,82335,63560
Vaccinations and immunisations,1990-05,84590,84590,65330
Vaccinations and immunisations,1990-06,85535,85535,65710
Vaccinations and immunisations,1990-07,82470,82470,63500
Vaccinations and immunisations,1990-08,87910,87910,67605
Vaccinations and immunisations,1990-09,77065,77065,59090
Vaccinations and immunisations,1990-10,117750,117750,92965
Vaccinations and immunisations,1990-11,93110,93110,72990
Vaccinations and immunisations,1990-12,47220,47220,36300
Vaccinations and immunisations,1991-01,99640,99640,75805
Vaccinations and immunisations,1991-02,66790,66790,51030
Vaccinations and immunisations,1991-03,70170,70170,53250
Vaccinations and immunisations,1991-04,74990,74990,56840
Vaccinations and immunisations,1991-05,67005,67005,50845
Vaccinations and immunisations,1991-06,67585,67585,51205
Vaccinations and immunisations,1991-07,72985,72985,55010
Vaccinations and immunisations,1991-08,67215,67215,50725
Vaccinations and immunisations,1991-09,67990,67990,51195
Vaccinations and immunisations,1991-10,119845,119845,94780
Vaccinations and immunisations,1991-11,96065,96065,75720
Vaccinations and immunisations,1991-12,50405,50405,39115
Vaccinations and immunisations,1992-01,92410,92410,69560
Vaccinations and immunisations,1992-02,60770,60770,45615
Vaccinations and immunisations,1992-03,61790,61790,46355
Vaccinations and immunisations,1992-04,56860,56860,42365
Vaccinations and immunisations,1992-05,54090,54090,40220
Vaccinations and immunisations,1992-06,61990,61990,46145
Vaccinations and immunisations,1992-07,59975,59975,44655
Vaccinations and immunisations,1992-08,56045,56045,41640
Vaccinations and immunisations,1992-09,48270,48270,36110
Vaccinations and immunisations,1992-10,127955,127955,102270
Vaccinations and immunisations,1992-11,95365,95365,74760
Vaccinations and immunisations,1992-12,49685,49685,37815
Vaccinations and immunisations,1993-01,74560,74560,55480
Vaccinations and immunisations,1993-02,58890,58890,43495
Vaccinations and immunisations,1993-03,67475,67475,49870
Vaccinations and immunisations,1993-04,58930,58930,43315
Vaccinations and immunisations,1993-05,50115,50115,36960
Vaccinations and immunisations,1993-06,66550,66550,48985
Vaccinations and immunisations,1993-07,60390,60390,44385
Vaccinations and immunisations,1993-08,59035,59035,43435
Vaccinations and immunisations,1993-09,65545,65545,48520
Vaccinations and immunisations,1993-10,159260,159260,128160
Vaccinations and immunisations,1993-11,115480,115480,91755
Vaccinations and immunisations,1993-12,69495,69495,54375
Vaccinations and immunisations,1994-01,91945,91945,68440
Vaccinations and immunisations,1994-02,56405,56405,41555
Vaccinations and immunisations,1994-03,65380,65380,47760
Vaccinations and immunisations,1994-04,55500,55500,40670
Vaccinations and immunisations,1994-05,52840,52840,38685
Vaccinations and immunisations,1994-06,60550,60550,44360
Vaccinations and immunisations,1994-07,56005,56005,40970
Vaccinations and immunisations,1994-08,61755,61755,45000
Vaccinations and immunisations,1994-09,86540,86540,64625
Vaccinations and immunisations,1994-10,271430,271430,206575
Vaccinations and immunisations,1994-11,417965,417965,327925
Vaccinations and immunisations,1994-12,83100,83100,63855
Vaccinations and immunisations,1995-01,87115,87115,63940
Vaccinations and immunisations,1995-02,57365,57365,41730
Vaccinations and immunisations,1995-03,60930,60930,44060
Vaccinations and immunisations,1995-04,51605,51605,37245
Vaccinations and immunisations,1995-05,59905,59905,43250
Vaccinations and immunisations,1995-06,62100,62100,44910
Vaccinations and immunisations,1995-07,57695,57695,41610
Vaccinations and immunisations,1995-08,59635,59635,43050
Vaccinations and immunisations,1995-09,67965,67965,49860
Vaccinations and immunisations,1995-10,304535,304535,227275
Vaccinations and immunisations,1995-11,166270,166270,124080
Vaccinations and immunisations,1995-12,73450,73450,55220
Vaccinations and immunisations,1996-01,93295,93295,67325
Vaccinations and immunisations,1996-02,58520,58520,41900
Vaccinations and immunisations,1996-03,56895,56895,40655
Vaccinations and immunisations,1996-04,58145,58145,41575
Vaccinations and immunisations,1996-05,57990,57990,41525
Vaccinations and immunisations,1996-06,62800,62800,44585
Vaccinations and immunisations,1996-07,65240,65240,46285
Vaccinations and immunisations,1996-08,62415,62415,44235
Vaccinations and immunisations,1996-09,74190,74190,53130
Vaccinations and immunisations,1996-10,513920,513920,378865
Vaccinations and immunisations,1996-11,337190,337190,240115
Vaccinations and immunisations,1996-12,172470,172470,120155
Vaccinations and immunisations,1997-01,271045,271045,188810
Vaccinations and immunisations,1997-02,214400,214400,148460
Vaccinations and immunisations,1997-03,173185,173185,120365
Vaccinations and immunisations,1997-04,200775,200775,138735
Vaccinations and immunisations,1997-05,150640,150640,104500
Vaccinations and immunisations,1997-06,152740,152740,105940
Vaccinations and immunisations,1997-07,151190,151190,104980
Vaccinations and immunisations,1997-08,134775,134775,93355
Vaccinations and immunisations,1997-09,149610,149610,105005
Vaccinations and immunisations,1997-10,616160,616160,458750
Vaccinations and immunisations,1997-11,280140,280140,203980
Vaccinations and immunisations,1997-12,120070,120070,85400
Vaccinations and immunisations,1998-01,165855,165855,114700
Vaccinations and immunisations,1998-02,123055,123055,84375
Vaccinations and immunisations,1998-03,114220,114220,78660
Vaccinations and immunisations,1998-04,115095,115095,79120
Vaccinations and immunisations,1998-05,109420,109420,75155
Vaccinations and immunisations,1998-06,129425,129425,89040
Vaccinations and immunisations,1998-07,127545,127545,87630
Vaccinations and immunisations,1998-08,126740,126740,86710
Vaccinations and immunisations,1998-09,149795,149795,104025
Vaccinations and immunisations,1998-10,569220,569220,434415
Vaccinations and immunisations,1998-11,273995,273995,202705
Vaccinations and immunisations,1998-12,114295,114295,81745
Vaccinations and immunisations,1999-01,172325,172325,120215
Vaccinations and immunisations,1999-02,123760,123760,84580
Vaccinations and immunisations,1999-03,129355,129355,88185
Vaccinations and immunisations,1999-04,113430,113430,77375
Vaccinations and immunisations,1999-05,100320,100320,68695
Vaccinations and immunisations,1999-06,112905,112905,77270
Vaccinations and immunisations,1999-07,105270,105270,71865
Vaccinations and immunisations,1999-08,124035,124035,84640
Vaccinations and immunisations,1999-09,139590,139590,96250
Vaccinations and immunisations,1999-10,668430,668430,508680
Vaccinations and immunisations,1999-11,338575,338575,250305
Vaccinations and immunisations,1999-12,115050,115050,81775
Vaccinations and immunisations,2000-01,182300,182300,126880
Vaccinations and immunisations,2000-02,130145,130145,89045
Vaccinations and immunisations,2000-03,125435,125435,85595
Vaccinations and immunisations,2000-04,93445,93445,63755
Vaccinations and immunisations,2000-05,118670,118670,80560
Vaccinations and immunisations,2000-06,127390,127390,86255
Vaccinations and immunisations,2000-07,115910,115910,78555
Vaccinations and immunisations,2000-08,142770,142770,96500
Vaccinations and immunisations,2000-09,174355,174355,122300
Vaccinations and immunisations,2000-10,944350,944350,727585
Vaccinations and immunisations,2000-11,473910,473910,355580
Vaccinations and immunisations,2000-12,160460,160460,118030
Vaccinations and immunisations,2001-01,190120,190120,132175
Vaccinations and immunisations,2001-02,111665,111665,76975
Vaccinations and immunisations,2001-03,117980,117980,81340
Vaccinations and immunisations,2001-04,112380,112380,77045
Vaccinations and immunisations,2001-05,122745,122745,84225
Vaccinations and immunisations,2001-06,122835,122835,84440
Vaccinations and immunisations,2001-07,124055,124055,85250
Vaccinations and immunisations,2001-08,136150,136150,92985
Vaccinations and immunisations,2001-09,154510,154510,109690
Vaccinations and immunisations,2001-10,1148275,1148275,887050
Vaccinations and immunisations,2001-11,446055,446055,338950
Vaccinations and immunisations,2001-12,132050,132050,97600
Vaccinations and immunisations,2002-01,168980,168980,118455
Vaccinations and immunisations,2002-02,127875,127875,88340
Vaccinations and immunisations,2002-03,105380,105380,72700
Vaccinations and immunisations,2002-04,118300,118300,81560
Vaccinations and immunisations,2002-05,119640,119640,82275
Vaccinations and immunisations,2002-06,105750,105750,72870
Vaccinations and immunisations,2002-07,128060,128060,88060
Vaccinations and immunisations,2002-08,127620,127620,87655
Vaccinations and immunisations,2002-09,199180,199180,144815
Vaccinations and immunisations,2002-10,1247040,1247040,972000
Vaccinations and immunisations,2002-11,411585,411585,315685
Vaccinations and immunisations,2002-12,151605,151605,110215
Vaccinations and immunisations,2003-01,174610,174610,121730
Vaccinations and immunisations,2003-02,120500,120500,82770
Vaccinations and immunisations,2003-03,125105,125105,86150
Vaccinations and immunisations,2003-04,124915,124915,85585
Vaccinations and immunisations,2003-05,120030,120030,82580
Vaccinations and immunisations,2003-06,121225,121225,82910
Vaccinations and immunisations,2003-07,129970,129970,89465
Vaccinations and immunisations,2003-08,123640,123640,84590
Vaccinations and immunisations,2003-09,287795,287795,211410
Vaccinations and immunisations,2003-10,1372690,1372690,1070445
Vaccinations and immunisations,2003-11,532265,532265,411680
Vaccinations and immunisations,2003-12,218965,218965,164390
Vaccinations and immunisations,2004-01,175720,175720,125205
Vaccinations and immunisations,2004-02,130230,130230,91465
Vaccinations and immunisations,2004-03,141025,141025,98940
Vaccinations and immunisations,2004-04,132610,132610,92490
Vaccinations and immunisations,2004-05,130415,130415,90460
Vaccinations and immunisations,2004-06,157250,157250,107650
Vaccinations and immunisations,2004-07,147410,147410,100755
Vaccinations and immunisations,2004-08,155900,155900,106950
Vaccinations and immunisations,2004-09,446620,446620,323605
Vaccinations and immunisations,2004-10,1554160,1554160,1157890
Vaccinations and immunisations,2004-11,819755,819755,610725
Vaccinations and immunisations,2004-12,280730,280730,206360
Vaccinations and immunisations,2005-01,252945,252945,182570
Vaccinations and immunisations,2005-02,206770,206770,148145
Vaccinations and immunisations,2005-03,219120,219120,157150
Vaccinations and immunisations,2005-04,273185,273185,184670
Vaccinations and immunisations,2005-05,349545,349545,229400
Vaccinations and immunisations,2005-06,396490,396490,252615
Vaccinations and immunisations,2005-07,344910,344910,220855
Vaccinations and immunisations,2005-08,339990,339990,220260
Vaccinations and immunisations,2005-09,430305,430305,281045
Vaccinations and immunisations,2005-10,2229855,2229855,1506965
Vaccinations and immunisations,2005-11,1598685,1598685,1083990
Vaccinations and immunisations,2005-12,367885,367885,257260
Vaccinations and immunisations,2006-01,274135,274135,196740
Vaccinations and immunisations,2006-02,195960,195960,139490
Vaccinations and immunisations,2006-03,214810,214810,151620
Vaccinations and immunisations,2006-04,159155,159155,115525
Vaccinations and immunisations,2006-05,182680,182680,130785
Vaccinations and immunisations,2006-06,194620,194620,138975
Vaccinations and immunisations,2006-07,174205,174205,124610
Vaccinations and immunisations,2006-08,189800,189800,133690
Vaccinations and immunisations,2006-09,403100,403100,285330
Vaccinations and immunisations,2006-10,1512595,1512595,1150760
Vaccinations and immunisations,2006-11,1659470,1659470,1245550
Vaccinations and immunisations,2006-12,778455,778455,589695
Vaccinations and immunisations,2007-01,602545,602545,436740
Vaccinations and immunisations,2007-02,406425,406425,288075
Vaccinations and immunisations,2007-03,398360,398360,280015
Vaccinations and immunisations,2007-04,323935,323935,228900
Vaccinations and immunisations,2007-05,352525,352525,247170
Vaccinations and immunisations,2007-06,337705,337705,236120
Vaccinations and immunisations,2007-07,352975,352975,245880
Vaccinations and immunisations,2007-08,359435,359435,249895
