"dataset","date_ym","n","n_id","n_distinct"
"Patient Episode Datbase for Wales (Spells)",200403,78975,78700,62685
"Patient Episode Datbase for Wales (Spells)",200404,69280,68925,55605
"Patient Episode Datbase for Wales (Spells)",200405,68765,68465,55640
"Patient Episode Datbase for Wales (Spells)",200406,72040,71740,58100
"Patient Episode Datbase for Wales (Spells)",200407,72050,71675,57730
"Patient Episode Datbase for Wales (Spells)",200408,70075,69565,56150
"Patient Episode Datbase for Wales (Spells)",200409,72515,72205,58180
"Patient Episode Datbase for Wales (Spells)",200410,70185,69920,56980
"Patient Episode Datbase for Wales (Spells)",200411,73980,73745,60070
"Patient Episode Datbase for Wales (Spells)",200412,68995,68700,55515
"Patient Episode Datbase for Wales (Spells)",200501,71360,71095,58315
"Patient Episode Datbase for Wales (Spells)",200502,67720,67495,55745
"Patient Episode Datbase for Wales (Spells)",200503,72535,72265,58520
"Patient Episode Datbase for Wales (Spells)",200504,70260,70075,56615
"Patient Episode Datbase for Wales (Spells)",200505,70250,69980,56625
"Patient Episode Datbase for Wales (Spells)",200506,71820,71485,57475
"Patient Episode Datbase for Wales (Spells)",200507,70095,69770,56285
"Patient Episode Datbase for Wales (Spells)",200508,71280,70900,56855
"Patient Episode Datbase for Wales (Spells)",200509,71170,70890,57220
"Patient Episode Datbase for Wales (Spells)",200510,71965,71750,58155
"Patient Episode Datbase for Wales (Spells)",200511,72315,72105,58840
"Patient Episode Datbase for Wales (Spells)",200512,67530,67280,54205
"Patient Episode Datbase for Wales (Spells)",200601,73950,73775,59530
"Patient Episode Datbase for Wales (Spells)",200602,68355,68190,55635
"Patient Episode Datbase for Wales (Spells)",200603,75720,75515,60330
"Patient Episode Datbase for Wales (Spells)",200604,67535,67300,54335
"Patient Episode Datbase for Wales (Spells)",200605,74615,74375,59590
"Patient Episode Datbase for Wales (Spells)",200606,74385,74110,58935
"Patient Episode Datbase for Wales (Spells)",200607,73870,73500,58665
"Patient Episode Datbase for Wales (Spells)",200608,73615,73265,58215
"Patient Episode Datbase for Wales (Spells)",200609,72385,72130,58185
"Patient Episode Datbase for Wales (Spells)",200610,77335,77110,61390
"Patient Episode Datbase for Wales (Spells)",200611,76520,76340,61250
"Patient Episode Datbase for Wales (Spells)",200612,68680,68420,54650
"Patient Episode Datbase for Wales (Spells)",200701,79610,79395,62940
"Patient Episode Datbase for Wales (Spells)",200702,70700,70535,57170
"Patient Episode Datbase for Wales (Spells)",200703,77375,77185,61475
"Patient Episode Datbase for Wales (Spells)",200704,71550,71360,57260
"Patient Episode Datbase for Wales (Spells)",200705,77365,77130,61060
"Patient Episode Datbase for Wales (Spells)",200706,74270,74055,59235
"Patient Episode Datbase for Wales (Spells)",200707,76780,76475,61140
"Patient Episode Datbase for Wales (Spells)",200708,74195,73905,58465
"Patient Episode Datbase for Wales (Spells)",200709,72040,71770,57650
"Patient Episode Datbase for Wales (Spells)",200710,80200,79945,63235
"Patient Episode Datbase for Wales (Spells)",200711,77220,77020,61485
"Patient Episode Datbase for Wales (Spells)",200712,68780,68530,54620
"Patient Episode Datbase for Wales (Spells)",200801,77495,77340,61645
"Patient Episode Datbase for Wales (Spells)",200802,74510,74330,59960
"Patient Episode Datbase for Wales (Spells)",200803,75165,74960,60010
"Patient Episode Datbase for Wales (Spells)",200804,78885,78660,62955
"Patient Episode Datbase for Wales (Spells)",200805,76005,75730,60100
"Patient Episode Datbase for Wales (Spells)",200806,76520,76270,60945
"Patient Episode Datbase for Wales (Spells)",200807,81345,80965,64060
"Patient Episode Datbase for Wales (Spells)",200808,71775,71410,56700
"Patient Episode Datbase for Wales (Spells)",200809,79245,79025,62885
"Patient Episode Datbase for Wales (Spells)",200810,81450,81230,64385
"Patient Episode Datbase for Wales (Spells)",200811,77335,77135,61900
"Patient Episode Datbase for Wales (Spells)",200812,76905,76675,60610
"Patient Episode Datbase for Wales (Spells)",200901,79365,79170,62450
"Patient Episode Datbase for Wales (Spells)",200902,74900,74725,59745
"Patient Episode Datbase for Wales (Spells)",200903,88175,87905,69580
"Patient Episode Datbase for Wales (Spells)",200904,80515,80185,62845
"Patient Episode Datbase for Wales (Spells)",200905,79040,78695,61800
"Patient Episode Datbase for Wales (Spells)",200906,85340,85000,66225
"Patient Episode Datbase for Wales (Spells)",200907,85885,85465,66180
"Patient Episode Datbase for Wales (Spells)",200908,75865,75430,58960
"Patient Episode Datbase for Wales (Spells)",200909,82300,81980,64070
"Patient Episode Datbase for Wales (Spells)",200910,83955,83715,65135
"Patient Episode Datbase for Wales (Spells)",200911,82170,81965,63975
"Patient Episode Datbase for Wales (Spells)",200912,78705,78495,60910
"Patient Episode Datbase for Wales (Spells)",201001,72860,72705,56690
"Patient Episode Datbase for Wales (Spells)",201002,74590,74400,58280
"Patient Episode Datbase for Wales (Spells)",201003,86480,86275,66215
"Patient Episode Datbase for Wales (Spells)",201004,76910,76695,58565
"Patient Episode Datbase for Wales (Spells)",201005,79325,79045,61130
"Patient Episode Datbase for Wales (Spells)",201006,82355,82105,62950
"Patient Episode Datbase for Wales (Spells)",201007,82790,82510,62675
"Patient Episode Datbase for Wales (Spells)",201008,79065,78760,59815
"Patient Episode Datbase for Wales (Spells)",201009,81860,81630,62305
"Patient Episode Datbase for Wales (Spells)",201010,80095,79895,61510
"Patient Episode Datbase for Wales (Spells)",201011,83695,83540,64170
"Patient Episode Datbase for Wales (Spells)",201012,75150,74930,57675
"Patient Episode Datbase for Wales (Spells)",201101,78245,78105,60685
"Patient Episode Datbase for Wales (Spells)",201102,75785,75655,58835
"Patient Episode Datbase for Wales (Spells)",201103,87560,87380,66550
"Patient Episode Datbase for Wales (Spells)",201104,77590,77360,57840
"Patient Episode Datbase for Wales (Spells)",201105,82990,82735,61910
"Patient Episode Datbase for Wales (Spells)",201106,85980,85770,64000
"Patient Episode Datbase for Wales (Spells)",201107,83820,83550,62650
"Patient Episode Datbase for Wales (Spells)",201108,84410,84115,62505
"Patient Episode Datbase for Wales (Spells)",201109,86230,86040,63995
"Patient Episode Datbase for Wales (Spells)",201110,87250,87040,65060
"Patient Episode Datbase for Wales (Spells)",201111,87580,87420,65650
"Patient Episode Datbase for Wales (Spells)",201112,81620,81450,61180
"Patient Episode Datbase for Wales (Spells)",201201,86210,86070,64860
"Patient Episode Datbase for Wales (Spells)",201202,82435,82290,62360
"Patient Episode Datbase for Wales (Spells)",201203,88835,88685,66850
"Patient Episode Datbase for Wales (Spells)",201204,77700,77550,60130
"Patient Episode Datbase for Wales (Spells)",201205,86655,86515,66245
"Patient Episode Datbase for Wales (Spells)",201206,77825,77645,59885
"Patient Episode Datbase for Wales (Spells)",201207,85050,84805,65130
"Patient Episode Datbase for Wales (Spells)",201208,81260,81005,61640
"Patient Episode Datbase for Wales (Spells)",201209,79225,79060,61155
"Patient Episode Datbase for Wales (Spells)",201210,87870,87705,67250
"Patient Episode Datbase for Wales (Spells)",201211,85790,85655,65775
"Patient Episode Datbase for Wales (Spells)",201212,75390,75275,57890
"Patient Episode Datbase for Wales (Spells)",201301,81755,81650,62225
"Patient Episode Datbase for Wales (Spells)",201302,76425,76310,59295
"Patient Episode Datbase for Wales (Spells)",201303,80905,80760,62110
"Patient Episode Datbase for Wales (Spells)",201304,81920,81755,62435
"Patient Episode Datbase for Wales (Spells)",201305,84100,83920,63275
"Patient Episode Datbase for Wales (Spells)",201306,80655,80475,61615
"Patient Episode Datbase for Wales (Spells)",201307,88405,88130,66770
"Patient Episode Datbase for Wales (Spells)",201308,80650,80380,60950
"Patient Episode Datbase for Wales (Spells)",201309,83115,82950,63295
"Patient Episode Datbase for Wales (Spells)",201310,89165,88975,67565
"Patient Episode Datbase for Wales (Spells)",201311,83770,83620,64070
"Patient Episode Datbase for Wales (Spells)",201312,78630,78450,59430
"Patient Episode Datbase for Wales (Spells)",201401,84595,84450,64845
"Patient Episode Datbase for Wales (Spells)",201402,77060,76890,60080
"Patient Episode Datbase for Wales (Spells)",201403,84875,84675,65900
"Patient Episode Datbase for Wales (Spells)",201404,81170,80525,61955
"Patient Episode Datbase for Wales (Spells)",201405,82270,81700,62775
"Patient Episode Datbase for Wales (Spells)",201406,83200,82650,63840
"Patient Episode Datbase for Wales (Spells)",201407,88290,87560,66740
"Patient Episode Datbase for Wales (Spells)",201408,77815,77105,59195
"Patient Episode Datbase for Wales (Spells)",201409,84120,83430,64230
"Patient Episode Datbase for Wales (Spells)",201410,88155,87395,66840
"Patient Episode Datbase for Wales (Spells)",201411,82140,81420,63985
"Patient Episode Datbase for Wales (Spells)",201412,81850,81100,62365
"Patient Episode Datbase for Wales (Spells)",201501,82270,82040,63550
"Patient Episode Datbase for Wales (Spells)",201502,78370,78135,61070
"Patient Episode Datbase for Wales (Spells)",201503,87170,86930,66800
"Patient Episode Datbase for Wales (Spells)",201504,81610,81205,62055
"Patient Episode Datbase for Wales (Spells)",201505,80715,80315,61960
"Patient Episode Datbase for Wales (Spells)",201506,87300,86840,66305
"Patient Episode Datbase for Wales (Spells)",201507,89810,89280,67530
"Patient Episode Datbase for Wales (Spells)",201508,80555,79985,61155
"Patient Episode Datbase for Wales (Spells)",201509,87220,86790,65495
"Patient Episode Datbase for Wales (Spells)",201510,88665,88230,66555
"Patient Episode Datbase for Wales (Spells)",201511,86545,86145,65490
"Patient Episode Datbase for Wales (Spells)",201512,84460,84150,63445
"Patient Episode Datbase for Wales (Spells)",201601,85300,85080,65740
"Patient Episode Datbase for Wales (Spells)",201602,85140,84945,65690
"Patient Episode Datbase for Wales (Spells)",201603,89490,89220,68535
"Patient Episode Datbase for Wales (Spells)",201604,83560,83270,64480
"Patient Episode Datbase for Wales (Spells)",201605,85355,84945,65800
"Patient Episode Datbase for Wales (Spells)",201606,88125,87665,67380
"Patient Episode Datbase for Wales (Spells)",201607,85370,84780,65565
"Patient Episode Datbase for Wales (Spells)",201608,85705,84950,64215
"Patient Episode Datbase for Wales (Spells)",201609,87000,86405,66385
"Patient Episode Datbase for Wales (Spells)",201610,87035,86355,67115
"Patient Episode Datbase for Wales (Spells)",201611,89725,89145,69320
"Patient Episode Datbase for Wales (Spells)",201612,82475,82100,63605
"Patient Episode Datbase for Wales (Spells)",201701,86970,86630,67050
"Patient Episode Datbase for Wales (Spells)",201702,80715,80385,63375
"Patient Episode Datbase for Wales (Spells)",201703,94825,94495,72635
"Patient Episode Datbase for Wales (Spells)",201704,79405,78930,61280
"Patient Episode Datbase for Wales (Spells)",201705,88305,87825,67430
"Patient Episode Datbase for Wales (Spells)",201706,87660,87140,67210
"Patient Episode Datbase for Wales (Spells)",201707,85810,85265,65990
"Patient Episode Datbase for Wales (Spells)",201708,85990,85365,65715
"Patient Episode Datbase for Wales (Spells)",201709,85295,84740,65940
"Patient Episode Datbase for Wales (Spells)",201710,89360,88780,69200
"Patient Episode Datbase for Wales (Spells)",201711,89510,89030,69475
"Patient Episode Datbase for Wales (Spells)",201712,79480,79255,62010
"Patient Episode Datbase for Wales (Spells)",201801,89400,89210,69270
"Patient Episode Datbase for Wales (Spells)",201802,82600,82405,64795
"Patient Episode Datbase for Wales (Spells)",201803,86615,86395,67345
"Patient Episode Datbase for Wales (Spells)",201804,83670,83220,64975
"Patient Episode Datbase for Wales (Spells)",201805,90330,89760,69170
"Patient Episode Datbase for Wales (Spells)",201806,87865,87320,67735
"Patient Episode Datbase for Wales (Spells)",201807,89810,89205,68470
"Patient Episode Datbase for Wales (Spells)",201808,87700,87080,66130
"Patient Episode Datbase for Wales (Spells)",201809,84545,84025,65770
"Patient Episode Datbase for Wales (Spells)",201810,95125,94585,72725
"Patient Episode Datbase for Wales (Spells)",201811,93420,92890,71770
"Patient Episode Datbase for Wales (Spells)",201812,84050,83530,64470
"Patient Episode Datbase for Wales (Spells)",201901,93605,93415,71835
"Patient Episode Datbase for Wales (Spells)",201902,85280,85110,66675
"Patient Episode Datbase for Wales (Spells)",201903,93240,93035,71905
"Patient Episode Datbase for Wales (Spells)",201904,88590,88135,67685
"Patient Episode Datbase for Wales (Spells)",201905,92140,91650,70010
"Patient Episode Datbase for Wales (Spells)",201906,86955,86535,67580
"Patient Episode Datbase for Wales (Spells)",201907,93645,93105,71260
"Patient Episode Datbase for Wales (Spells)",201908,85480,84920,64820
"Patient Episode Datbase for Wales (Spells)",201909,86715,86280,67020
"Patient Episode Datbase for Wales (Spells)",201910,94425,94020,72675
"Patient Episode Datbase for Wales (Spells)",201911,90590,90205,70125
"Patient Episode Datbase for Wales (Spells)",201912,86095,85875,66340
"Patient Episode Datbase for Wales (Spells)",202001,92455,92290,71255
"Patient Episode Datbase for Wales (Spells)",202002,86130,85955,67315
"Patient Episode Datbase for Wales (Spells)",202003,69255,69115,52885
"Patient Episode Datbase for Wales (Spells)",202004,39470,39285,28045
"Patient Episode Datbase for Wales (Spells)",202005,45860,45675,33875
"Patient Episode Datbase for Wales (Spells)",202006,52805,52590,39565
"Patient Episode Datbase for Wales (Spells)",202007,60885,60510,45250
"Patient Episode Datbase for Wales (Spells)",202008,60740,60180,45540
"Patient Episode Datbase for Wales (Spells)",202009,65240,64755,48930
"Patient Episode Datbase for Wales (Spells)",202010,64600,64180,48810
"Patient Episode Datbase for Wales (Spells)",202011,63450,63125,48140
"Patient Episode Datbase for Wales (Spells)",202012,61820,61750,46375
"Patient Episode Datbase for Wales (Spells)",202101,59690,59625,45205
"Patient Episode Datbase for Wales (Spells)",202102,59755,59695,45825
"Patient Episode Datbase for Wales (Spells)",202103,72835,72765,54805
"Patient Episode Datbase for Wales (Spells)",202104,71030,70800,53950
"Patient Episode Datbase for Wales (Spells)",202105,72960,72590,56320
"Patient Episode Datbase for Wales (Spells)",202106,78200,77825,59455
"Patient Episode Datbase for Wales (Spells)",202107,76910,76510,58775
"Patient Episode Datbase for Wales (Spells)",202108,72275,71620,55200
"Patient Episode Datbase for Wales (Spells)",202109,75715,75370,58245
"Patient Episode Datbase for Wales (Spells)",202110,75650,75295,58215
"Patient Episode Datbase for Wales (Spells)",202111,78120,77805,60055
"Patient Episode Datbase for Wales (Spells)",202112,72215,72040,54545
"Patient Episode Datbase for Wales (Spells)",202201,71125,70960,54755
"Patient Episode Datbase for Wales (Spells)",202202,68835,68675,54150
"Patient Episode Datbase for Wales (Spells)",202203,79290,79090,60710
"Patient Episode Datbase for Wales (Spells)",202204,71510,71255,54535
"Patient Episode Datbase for Wales (Spells)",202205,79185,78890,60990
"Patient Episode Datbase for Wales (Spells)",202206,75710,75460,58080
"Patient Episode Datbase for Wales (Spells)",202207,77080,76775,59380
